generatedAt,heroCode,heroKey,heroName,heroEnglishName,slot,skillGroup,skillId,passiveSkillId,skillName,maxLevel,coverageStatus,sourceExtension,coefficientText,textSource
2026-05-21T23:37:09.159Z,6,Nadine,娜町,Nadine,E,1006410,NadineActive3_2,None,猿猴的钢丝绳,5,extension_without_damage_fields,NadineActive3Data,娜町朝指定位置发射并设置钢丝绳。{2}m范围内钢丝绳可维持{1}秒。维持期间娜町的攻击速度会提高{3}(+技能增幅的{5})。 再次使用技能，钢丝绳会将娜町瞬间移动至发射处，攻击速度增加时间持续{4}秒。,er-gamedata zh-CN fallback
2026-05-21T23:37:09.159Z,7,Hyunwoo,玄佑,Hyunwoo,P,1007100,None,HyunwooPassive,鏖战,3,extension_without_damage_fields,HyunwooPassiveData,玄佑攻击敌人可以获得{2}个鏖战叠层。 累积至{0}层激活鏖战，下一个攻击给目标造成 {3}(+攻击力的{4})(+技能增幅的{6})额外技能伤害，同时玄佑可恢复体力上限{1}的体力并缩减虚张声势的冷却{5}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,7,Hyunwoo,玄佑,Hyunwoo,W,1007300,HyunwooActive2,None,虚张声势,5,extension_without_damage_fields,HyunwooActive2Data,玄佑发动“虚张声势”激活鏖战，{3}秒间增加{0}(+防御力每{1}加{5})防御力，持续时间内承受敌人普攻时获得{4}个鏖战叠层。 “虚张声势”启动后的{2}秒内，玄佑可以免受任何移动受损效果的影响。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,8,Hart,哈特,Hart,P,1008100,None,HartPassive,心灵治愈,3,extension_without_damage_fields,HartPassiveData,哈特每次进行普攻时，将额外释放2个声波，每个声波对敌人造成(攻击力{2}) * (普攻增幅)的普攻伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,8,Hart,哈特,Hart,W,1008300,HartActive2,None,破音,5,extension_without_damage_fields,HartActive2Data,哈特弹奏吉他，{0}秒内攻击力增加{1}，普攻射程增加{8}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,8,Hart,哈特,Hart,R,1008500,HartActive4,None,Peacemaker,3,extension_without_damage_fields,HartActive4Data,哈特召唤放大器开始持续{0}秒的演出。区域范围内的所有目标都不会死亡，范围内目标的体力值降至{7}以下时，将免疫伤害或体力恢复效果。 演出结束后，区域内所有目标将恢复{2}体力。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,9,Isol,埃索,Isol,P,1009100,None,IsolPassive,游击战术,3,extension_without_damage_fields,IsolPassiveData,埃索设置的陷阱命中敌人时，将在{0}秒内增加{1}攻击力或{2}技能增幅。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,9,Isol,埃索,Isol,E,1009400,IsolActive3,None,伪装潜行,5,extension_without_damage_fields,IsolActive3Data,埃索向前滚动融入周围的环境，悄无声息地进入伪装状态{0}秒。虽然在伪装状态下不会被别人看见，但是如果埃索进行除移动以外的任何其他动作，伪装潜行状态会被解除。{3}秒内发起的首次普攻将造成{1}(+技能增幅{2})的额外技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,11,Yuki,雪,Yuki,W,1011300,YukiActive2,YukiActive2Passive,武士道,5,extension_without_damage_fields,YukiActive2Data,被动效果 : 雪每次击中敌人时，将使武士道的冷却时间减少{0}秒。 雪在{1}秒间释放技能，释放技能期间承受伤害减少{2}(+攻击力的{5})%，樱花流的冷却时间减少{3}秒。武士道结束时，可使武装式的钮扣恢复至{4}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,13,Xiukai,修凯,Xiukai,P,1013100,None,XiukaiPassive,料理师的热情,3,no_structured_extension_in_er-gamedata,,修凯制作的食物和饮料带有加成效果，额外恢复量{0}。制作高级以上的食物和饮料时，获得[料理师的热情]叠层，每个叠层增加体力上限{6}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,13,Xiukai,修凯,Xiukai,Q,1013200,XiukaiActive1,None,秘制酱油,5,no_structured_extension_in_er-gamedata,,修凯朝着指定方向投掷秘制酱油桶，对敌人造成{0}(+技能增幅的{4})(+目标当前体力{5})的技能伤害。酱油桶命中的位置生成酱油，范围内的敌人移动速度减少{3}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,13,Xiukai,修凯,Xiukai,W,1013300,XiukaiActive2,None,吃饭时间,5,no_structured_extension_in_er-gamedata,,修凯向指定的队友或自己投掷食物，恢复{3}(+体力上限的{7}(+ [料理师的热情]叠层数)体力，{0}秒间防御力增加{1}。根据[料理师的热情]叠层增加恢复量。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,13,Xiukai,修凯,Xiukai,E,1013400,XiukaiActive3_1,None,翻滚吧！锅子！,5,no_structured_extension_in_er-gamedata,,翻滚吧！锅子！ : 修凯坐在锅子上快速滑向目标方向突进，对首个碰撞的目标及附近敌人造成{4}(+技能增幅的{6})(+体力上限的{7})的技能伤害，敌人暂时被推离并悬空{0}秒。使用技能后，可以在{1}秒内使用盛宴。 盛宴 : 修凯使用他的锅子猛击地面，给周围敌人造成{10}(+技能增幅的{12})(+体力上限的{14})的技能伤害，{2}秒间移动速度减少{3}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,13,Xiukai,修凯,Xiukai,R,1013500,XiukaiActive4,None,火冒三丈,3,no_structured_extension_in_er-gamedata,,修凯于{0}秒间从锅中喷出{7}次火焰，对范围内的敌人造成{1}(+技能增幅{9})(+体力上限{10})技能伤害，{11}秒内目标的治愈效果减少{12}。（叠层上限：{13}） 火焰将导致敌人移动速度在{5}秒间减少{6}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,14,Chiara,奇娅拉,Chiara,P,1014100,None,ChiaraPassive,烙印,3,no_structured_extension_in_er-gamedata,,奇娅拉使用技能对命中的敌人刻上烙印，对方的治愈效果减少{2}。 烙印维持{1}秒，最多可以叠加{0}次。朝向烙印叠层上限的敌人移动时，移动速度增加{3}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,14,Chiara,奇娅拉,Chiara,Q,1014200,ChiaraActive1,None,暗之洗礼,5,no_structured_extension_in_er-gamedata,,奇娅拉释放邪恶能量，造成{1}(+技能增幅{6})的技能伤害。邪恶能量多次命中时，从第二次起，每次造成{5}(+技能增幅的{8})的额外技能伤害。命中敌人时，{3}秒间恢复体力邪恶能量每命中一次{4}(+技能增幅的{10})。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,14,Chiara,奇娅拉,Chiara,W,1014300,ChiaraActive2,None,不贞洁的祈祷,5,no_structured_extension_in_er-gamedata,,奇娅拉根据已失体力吸收{4}(+技能增幅的{7}) ~ {10}(+技能增幅的{12})的伤害，生成持续{0}秒的护盾。{1}秒后护盾依然存在时，再次使用技能将引爆护盾。引爆护盾时，给范围内的敌人造成{2}(+技能增幅的{6})(+目标体力上限的{9})的技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,14,Chiara,奇娅拉,Chiara,W,1014310,ChiaraActive2ShieldBreak,None,不贞洁的祈祷,5,no_structured_extension_in_er-gamedata,,2秒依然持有护盾时，再次使用技能引爆护盾，造成{1}(+技能增幅的{3})(+目标体力上限的{4})的技能伤害。,er-gamedata zh-CN fallback
2026-05-21T23:37:09.159Z,14,Chiara,奇娅拉,Chiara,E,1014400,ChiaraActive3,None,深渊枷锁,5,no_structured_extension_in_er-gamedata,,奇娅拉向指定的方向发射深渊枷锁，给敌方造成 {0}(+技能增幅的{7})技能伤害，并连接枷锁。 如果枷锁的连接保持在 {2}秒以上，则给敌人带来 {4}(+技能增幅的{8})的技能伤害，并束缚敌人 {6}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,14,Chiara,奇娅拉,Chiara,R,1014500,ChiaraActive4Transform,None,献祭炼狱,3,no_structured_extension_in_er-gamedata,,奇娅拉开始暴走并展开翅膀，持有暴走值的期间进行变身，普攻射程增加{4}，体力上限增加{1}。暴走期间每秒消耗{5}暴走值。暴走将给范围内的敌人每{0}秒造成 {2}(+技能增幅的{3})技能伤害，每个目标将恢复奇娅拉{8}(+技能增幅的{12}) 体力，获得{13}暴走值。暴走中的奇娅拉可以施法最后的审判。 最后的审判 : 快速赋予目标烙印，造成{6}(+技能增幅的{9})的真实伤害。目标的每一个烙印叠层增加{14}伤害量。最后的审判击杀实验体时，重置暴走状态，可以再次使用最后的审判。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,15,Sissela,希瑟拉,Sissela,P,1015100,None,SisselaPassive,苦痛的记忆,3,no_structured_extension_in_er-gamedata,,随着希瑟拉的体力值下降，她的体力恢复量和技能增幅就会增加。 每秒体力恢复量{0} ~ {1} 技能增幅 : {2} ~ {3} 每当威尔逊回到希瑟拉身边时，下一个普通攻击就会给敌人造成{4}(+技能增幅{8})(+实验体级别 * {10})额外技能伤害，{6}秒间移动速度减缓{7}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,15,Sissela,希瑟拉,Sissela,Q,1015200,SisselaActive1,None,去吧！威尔逊！,5,no_structured_extension_in_er-gamedata,,威尔逊飞向指定位置对路径上的敌人造成{1}(+技能增幅{5})的技能伤害，达到指定位置后对范围内的敌人造成{3}(+技能增幅{6})的技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,15,Sissela,希瑟拉,Sissela,W,1015300,SisselaActive2,None,小威！保护我！,5,no_structured_extension_in_er-gamedata,,威尔逊拥抱希瑟拉{0}秒，阻断一切伤害，移动速度增加{5}。 再次使用技能或者持续时间结束时威尔逊将会爆破，给周围的敌人造成{1}(+技能增幅{3})的技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,15,Sissela,希瑟拉,Sissela,E,1015400,SisselaActive3,None,一起玩吧！,5,no_structured_extension_in_er-gamedata,,威尔逊将身体拉长伸向指定的方向，并瞬间将遇到的目标拉动过来。目标为希瑟拉时，生成持续{2}秒的{0}(+技能增幅的{8})护盾，目标为敌人时，造成{3}(+技能增幅{7})技能伤害并使其晕厥{5}秒。 拉动目标为希瑟拉时，冷却减少{6}秒。 在拖动目标时使用技能去吧！威尔逊！将朝该方向移动。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,15,Sissela,希瑟拉,Sissela,R,1015500,SisselaActive4,None,最终解脱,3,no_structured_extension_in_er-gamedata,,希瑟拉于1秒内聚精会神，3秒后给希瑟拉半径{5}m内的所有敌人实验体及自身造成{0}(+技能增幅{9})的技能伤害。 希瑟拉每失去1%体力值，会给敌人造成额外伤害{2}。 即使希瑟拉受到伤害，体力也不会低于{8}。 给敌人造成伤害后，被动技能的效果将在{3}秒间增加{4}%。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,16,Silvia,西尔维娅,Silvia,P,1016100,None,SilviaPassive,卢米亚越野赛,3,no_structured_extension_in_er-gamedata,,每次西尔维娅踏进除研究中心外的新区域时，她的攻击速度增加{0}，燃料上限增加{8}。如果成功探索10个区域，技能增幅将增加{2}，攻击速度增加{6}。 在不骑乘摩托车的情况下，每{1}秒获得{5}燃料。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,16,Silvia,西尔维娅,Silvia,Q,1016200,SilviaHumanActive1,SilviaHumanActive1Passive,雷达枪,5,no_structured_extension_in_er-gamedata,,西尔维娅指定敌人发射雷达枪，给路径上的敌人造成{0}(+技能增幅的{7})的技能伤害，给路径上的队友带来{2}(+技能增幅的{8})的体力恢复。 技能每命中一个目标可以获得{6}燃料。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,16,Silvia,西尔维娅,Silvia,W,1016300,SilviaHumanActive2,None,终点线,5,no_structured_extension_in_er-gamedata,,西尔维娅在指定的位置生成终点线，对触及终点线的敌人造成{0}(+技能增幅的{5})的技能伤害，并使其移动速度在{2}秒内降低至{3}。 移动速度减少效果只在第一次触及时适用。 技能每命中一个目标可以获得{6}燃料。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,16,Silvia,西尔维娅,Silvia,E,1016400,SilviaHumanActive3,None,备用轮,5,no_structured_extension_in_er-gamedata,,西尔维娅往指定的方向滚出备用轮，被击中的敌人根据距离将受到从{0}(+技能增幅的{7})到最大 {2}(+技能增幅的{8})的技能伤害。 如果是在{4}m 内被击中，就会被击退。 击中敌人如果超过{4}m的距离，会获得{5}~{6}的燃料。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,16,Silvia,西尔维娅,Silvia,R,1016500,SilviaHumanActive4,None,极限骑乘,3,no_structured_extension_in_er-gamedata,,西尔维娅骑乘摩托车，每{3}秒消耗{2}燃料，基本移动速度提高{0}，防御力增加{4}，并且可以使用摩托车技能。 骑乘摩托车预热期间移动速度会有变化。 {5}秒间移动速度变化量 : {6} 技能在燃料数为{1}以上时，方可使用。 骑乘摩托中无法使用普通攻击和武器技能。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,17,Adriana,阿德瑞娜,Adriana,P,1017100,None,AdrianaPassive,纵火狂,3,no_structured_extension_in_er-gamedata,,阿德瑞娜造成技能伤害并使敌人处于烧伤状态。处于烧伤状态的敌人{8}秒间承受{20}(+技能增幅的{21})的技能伤害，持续期间防御力减少{9}。处于烧伤的敌人{10}秒间无法再次被火烧伤。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,17,Adriana,阿德瑞娜,Adriana,Q,1017200,AdrianaActive1,None,火焰发射,5,no_structured_extension_in_er-gamedata,,阿德瑞娜向指定的方向使用火焰喷射器喷射火焰2秒，每{0}秒都会给敌人带来 {2}(+技能增幅{3})的技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,17,Adriana,阿德瑞娜,Adriana,W,1017300,AdrianaActive2,None,原油弹,5,no_structured_extension_in_er-gamedata,,阿德瑞娜往指定的方向喷洒原油，原油可在地面维持{0}秒。用技能可以点燃原油，或者当处于烧伤状态的敌人走入原油喷洒区域时，将形成能够持续{1}秒的火焰地带。 处于原油喷洒区域的敌人移动速度减少{2}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,17,Adriana,阿德瑞娜,Adriana,E,1017400,AdrianaActive3,AdrianaActive3Passive,Fire Walker,5,no_structured_extension_in_er-gamedata,,被动效果 : 阿德瑞娜使用技能形成火焰地带。 火焰地带每{1}秒会给范围内的敌人造成{3}(+技能增幅{4})的技能伤害并降低敌人{2}的移动速度。 阿德瑞娜向指定的方向突进，路径中留下可维持{0}秒的火纹。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,17,Adriana,阿德瑞娜,Adriana,R,1017500,AdrianaActive4,None,莫洛托夫燃烧瓶,3,no_structured_extension_in_er-gamedata,,阿德瑞娜往指定的位置投放燃烧瓶，燃烧瓶落地瞬间即爆炸，可造成{0}(+技能增幅的{5})的技能伤害。燃烧瓶爆破的位置可生成维持{4}秒的火焰地带。 燃烧瓶最多可以恢复{3}瓶。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,18,Shoichi,彰一,Shoichi,P,1018100,None,ShoichiPassive,骗局,3,no_structured_extension_in_er-gamedata,,彰一使用技能击中敌人{5}秒间获得骗局叠层。(叠层上限 : {1}叠层) 叠层上限时，下次普攻造成{2}(+技能增幅的{8})(+ 目标体力上限的{9})的额外技能伤害，并在敌人后方生成短剑。 彰一再次拾起短剑，{0}m内有敌人时，投掷短剑造成{3}(+技能增幅的{7})的技能伤害。短剑将优先投掷向距离内拥有协商标识的目标。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,18,Shoichi,彰一,Shoichi,Q,1018200,ShoichiActive1_1,None,双面人,5,no_structured_extension_in_er-gamedata,,彰一向指定方向进行戳刺攻击，给敌人造成{0}(+技能增幅的{4})的技能伤害。 如果戳刺成功，双面人的冷却时间减少{2}秒，并会触发笑里藏刀技能，可扩大攻击范围，并在彰一正前方设置短剑。 {3}秒后笑里藏刀技能将会消失。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,18,Shoichi,彰一,Shoichi,W,1018300,ShoichiActive2,None,提案,5,no_structured_extension_in_er-gamedata,,彰一快速冲向敌人或至短剑投放位置，对路径中的敌人造成 {0}(+技能增幅的{2})技能伤害。短剑回收后，重置提案的冷却时间。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,18,Shoichi,彰一,Shoichi,E,1018400,ShoichiActive3,None,协商,5,no_structured_extension_in_er-gamedata,,彰一后退并向前方投掷短剑，命中的敌人承受{0}(+技能增幅的{4})的技能伤害，{2}秒间移动速度减少{3}。被命中的敌人赋予协商标识，持续{5}秒并在敌人后方生成短剑。敌人因投掷的短剑承受伤害增加{7}，每当短剑命中标识的对象时，冷却减少{6}秒。 标识的对象死亡时，冷却减少{8}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,18,Shoichi,彰一,Shoichi,R,1018500,ShoichiActive4,None,无情杀戮,3,no_structured_extension_in_er-gamedata,,彰一挥动内藏玄机的公文包对四方的敌人造成{0}(+技能增幅的{6})的技能伤害，{2}间降低移动速度 {5}。 挥动公文包时同时向四周投掷4把短剑，短剑在飞行中穿透敌人，给敌人造成{3}(+技能增幅的{7})的技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,19,Emma,艾玛,Emma,P,1019100,None,EmmaPassive,CheerUP♥,3,no_structured_extension_in_er-gamedata,,艾玛每{0}秒发动普攻时攻击速度增加{5}，并给敌人带来{12}(+技能增幅{11})的额外技能伤害，获得{2}(+技能增幅{10})的魔术护盾。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,19,Emma,艾玛,Emma,Q,1019200,EmmaActive1Summon,None,鸽子魔术秀,5,no_structured_extension_in_er-gamedata,,艾玛朝指定方向飞纸牌，对敌人造成{0}(+技能增幅{9})的技能伤害，并在自身所在位置释放鸽子{3}秒。 当艾玛飞纸牌时，如果附近有鸽子，鸽子会变成纸牌飞出造成同等伤害。 如有敌人被艾玛的纸牌击中，鸽子魔术秀的冷却时间将减少{4}。 如果艾玛和鸽子纸牌都击中了同一个目标，{5}秒间移动速度减少{6}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,19,Emma,艾玛,Emma,W,1019300,EmmaActive2,None,不思议帽子,5,no_structured_extension_in_er-gamedata,,艾玛将魔术帽子扔到指定的位置，帽子会在{4}秒后闪爆，给范围内的敌人造成 {0}(+技能增幅的{5})的技能伤害。 帽子留在原地{2}秒。 如果击中敌人，不思议帽子的冷却将减少{3}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,19,Emma,艾玛,Emma,E,1019400,EmmaActive3,None,百变魔兔,5,no_structured_extension_in_er-gamedata,,艾玛向指定的敌人施放魔术，使目标敌人在{0}秒间变身为萌萌的兔子，变身为兔子的敌人此时只能移动，不能做任何其他动作，并承受{4}(+技能增幅{5})的技能伤害。 变身成兔子的敌人移动速度降低{2} 。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,19,Emma,艾玛,Emma,R,1019500,EmmaActive4,None,Change★,3,no_structured_extension_in_er-gamedata,,艾玛可选择将自己传送到她的鸽子，帽子或兔子的位置并根据敌人施展额外的魔术。 鸽子 : 鸽子传送到艾玛所处位置，对路径上的敌人造成{0}(+技能增幅{10})技能伤害，并将其束缚 {4}秒。 帽子 : 帽子传送到艾玛所处位置，给范围内的敌人带来{2}(+技能增幅{11})的技能伤害，并将其拉到帽子的中心。 兔子 : 给兔子周围的敌人施展魔术，在{5}秒间将所有敌人变身为兔子，造成{13}(+技能增幅{12})的技能伤害。 变身兔子的敌人移动速度降低{7}，同时艾玛的CheerUP♥技能冷却时间将被重置。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,20,Lenox,伦诺克斯,Lenox,P,1020100,None,LenoxPassive,神钓手的直觉,3,no_structured_extension_in_er-gamedata,,神钓手 : 当伦诺克斯通过钓鱼获得鱼时，将额外获得1件物品，不包括武器。 直觉 : 对敌方实验体进行普攻及技能伤害时，将获得体力上限{0}的护盾、持续{1}秒。伦诺克斯使用技能对敌人造成伤害时，技能冷却时间缩减{6}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,20,Lenox,伦诺克斯,Lenox,Q,1020200,LenoxActive1,None,蛇影舞,5,no_structured_extension_in_er-gamedata,,伦诺克斯舞动鱼竿形成一个圆圈，范围内的敌人承受{0}(+技能增幅的{5})技能伤害。对处于区域边缘位置的敌人造成体力上限{2}额外技能伤害。击中一个敌人可获得1个叠层，每个叠层都会使蛇影舞的冷却时间降低{3}秒。(叠层上限 : {4}),dak.gg api zh-CN
2026-05-21T23:37:09.159Z,20,Lenox,伦诺克斯,Lenox,W,1020300,LenoxActive2,None,蔓藤毒牙,5,no_structured_extension_in_er-gamedata,,伦诺克斯挥舞鱼竿两次。第一次挥杆时，对附近的敌人造成{0}(+技能增幅的{9})的技能伤害，{5}秒间移动速度降低{6}。第二次挥杆时，对敌人造成{3}(+技能增幅的{10})的技能伤害并将敌人拉向自己。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,20,Lenox,伦诺克斯,Lenox,E,1020400,LenoxActive3,None,反向双钓,5,no_structured_extension_in_er-gamedata,,伦诺克斯从后向前挥动鱼竿，对范围内的敌人造成{0}(+技能增幅{4})(+目标体力上限{5})的技能伤害并击退敌人，使其移动速度降低{3}，持续{2}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,20,Lenox,伦诺克斯,Lenox,R,1020500,LenoxActive4,None,青蛇,3,no_structured_extension_in_er-gamedata,,伦诺克斯向指定的方向以X形快速挥动两次鱼竿，每次造成 {0}(+技能增幅的{6})的技能伤害，并形成{3}秒的青蛇效果。 青蛇效果 : 随着所行走的距离，每{4}秒造成{2}的真实伤害。两次命中目标都会造成{5}真实伤害，此伤害与所移动的距离成正比。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,21,Rozzi,洛兹,Rozzi,P,1021100,RozziNormalAttackDoubleShot,RozziPassive,双杀,3,no_structured_extension_in_er-gamedata,,如果洛兹在使用技能后{2}秒内进行普通攻击，可以快速连发两枚子弹，给敌人造成(攻击力的{0}) * (普攻增幅)和 (攻击力的{1}) * (普攻增幅)的普攻伤害。 洛兹摄取带有巧克力成分的食物时，{3}分钟内攻击力增加{4}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,21,Rozzi,洛兹,Rozzi,Q,1021200,RozziActive1,None,随意射击,5,no_structured_extension_in_er-gamedata,,洛兹朝指定的方向开枪，给路径上的敌人带来{0}(+攻击力的{1})的技能伤害。 如果击中目标，{3}秒内下一个移动执行突进，同时随意射击的冷却会减少{2}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,21,Rozzi,洛兹,Rozzi,W,1021300,RozziActive2,None,全视角狙击,5,no_structured_extension_in_er-gamedata,,洛兹举枪进行360度全视角狙击，给周围的敌人带来{0}(+攻击力{1})的技能伤害，{3}秒间减少敌人{4}防御力及{5}治愈效果。 洛兹在狙击期间移动速度增加，命中敌人时冷却减少{7}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,21,Rozzi,洛兹,Rozzi,E,1021400,RozziActive3_1,None,中空弹,5,no_structured_extension_in_er-gamedata,,洛兹翻越指定的目标，在目标所处位置发射一枚子弹，造成{0}(+攻击力的{1})的技能伤害，使目标陷入晕厥{2}秒。 洛兹在翻越的途中不能被指定为目标。,dak.gg api zh-CN
